date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:55:58	71453/71453	---MCZ	200	added ('OK')	text/html	etag:W/%22680a46cb-1171d%22	https://uithemez.com/i/archin-html-combaind/home-1.html	E:/master%20class%20Assingment/Project/Architecture%20&%20Interior%20Design/uithemez.com/i/archin-html-combaind/home-1.html	(from )
02:55:59	238/238	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2012%20Feb%202026%2020:55:59%20GMT	https://uithemez.com/robots.txt		(from )
02:55:59	386/386	---M--	200	added ('OK')	image/png	etag:%22680a46ef-182%22	https://uithemez.com/i/archin-html-combaind/assets/img/home1/fav.png	E:/master%20class%20Assingment/Project/Architecture%20&%20Interior%20Design/uithemez.com/i/archin-html-combaind/assets/img/home1/fav.png	(from https://uithemez.com/i/archin-html-combaind/home-1.html)
02:56:00	155806/155806	---MCZ	200	added ('OK')	text/css	etag:W/%22680a4b9d-2609e%22	https://uithemez.com/i/archin-html-combaind/common/assets/css/lib/bootstrap.min.css	E:/master%20class%20Assingment/Project/Architecture%20&%20Interior%20Design/uithemez.com/i/archin-html-combaind/common/assets/css/lib/bootstrap.min.css	(from https://uithemez.com/i/archin-html-combaind/home-1.html)
02:56:00	117622/117622	---MCZ	200	added ('OK')	text/css	etag:W/%22680a4ba1-1cb76%22	https://uithemez.com/i/archin-html-combaind/common/assets/css/lib/line-awesome.css	E:/master%20class%20Assingment/Project/Architecture%20&%20Interior%20Design/uithemez.com/i/archin-html-combaind/common/assets/css/lib/line-awesome.css	(from https://uithemez.com/i/archin-html-combaind/home-1.html)
02:56:00	512401/512401	---MCZ	200	added ('OK')	text/css	etag:W/%22680a4b99-7d191%22	https://uithemez.com/i/archin-html-combaind/common/assets/css/lib/all.min.css	E:/master%20class%20Assingment/Project/Architecture%20&%20Interior%20Design/uithemez.com/i/archin-html-combaind/common/assets/css/lib/all.min.css	(from https://uithemez.com/i/archin-html-combaind/home-1.html)
02:56:01	17557/17557	---MCZ	200	added ('OK')	text/css	etag:W/%22680a4ba3-4495%22	https://uithemez.com/i/archin-html-combaind/common/assets/css/lib/themify-icons.css	E:/master%20class%20Assingment/Project/Architecture%20&%20Interior%20Design/uithemez.com/i/archin-html-combaind/common/assets/css/lib/themify-icons.css	(from https://uithemez.com/i/archin-html-combaind/home-1.html)
02:56:01	81389/81389	---MCZ	200	added ('OK')	text/css	etag:W/%22680a4b9b-13ded%22	https://uithemez.com/i/archin-html-combaind/common/assets/css/lib/animate.css	E:/master%20class%20Assingment/Project/Architecture%20&%20Interior%20Design/uithemez.com/i/archin-html-combaind/common/assets/css/lib/animate.css	(from https://uithemez.com/i/archin-html-combaind/home-1.html)
02:56:02	11233/11233	---MCZ	200	added ('OK')	text/css	etag:W/%22680a4ba0-2be1%22	https://uithemez.com/i/archin-html-combaind/common/assets/css/lib/jquery.fancybox.css	E:/master%20class%20Assingment/Project/Architecture%20&%20Interior%20Design/uithemez.com/i/archin-html-combaind/common/assets/css/lib/jquery.fancybox.css	(from https://uithemez.com/i/archin-html-combaind/home-1.html)
02:56:02	4410/4410	---MCZ	200	added ('OK')	text/css	etag:W/%22680a4ba1-113a%22	https://uithemez.com/i/archin-html-combaind/common/assets/css/lib/lity.css	E:/master%20class%20Assingment/Project/Architecture%20&%20Interior%20Design/uithemez.com/i/archin-html-combaind/common/assets/css/lib/lity.css	(from https://uithemez.com/i/archin-html-combaind/home-1.html)
02:56:02	15830/15830	---MCZ	200	added ('OK')	text/css	etag:W/%22680a4ba2-3dd6%22	https://uithemez.com/i/archin-html-combaind/common/assets/css/lib/swiper8.min.css	E:/master%20class%20Assingment/Project/Architecture%20&%20Interior%20Design/uithemez.com/i/archin-html-combaind/common/assets/css/lib/swiper8.min.css	(from https://uithemez.com/i/archin-html-combaind/home-1.html)
02:56:03	33978/33978	---MCZ	200	added ('OK')	text/css	etag:W/%22680a47a5-84ba%22	https://uithemez.com/i/archin-html-combaind/common/assets/css/common_style.css	E:/master%20class%20Assingment/Project/Architecture%20&%20Interior%20Design/uithemez.com/i/archin-html-combaind/common/assets/css/common_style.css	(from https://uithemez.com/i/archin-html-combaind/home-1.html)
02:56:03	233530/233530	---MCZ	200	added ('OK')	text/css	etag:W/%22680a46d4-3903a%22	https://uithemez.com/i/archin-html-combaind/assets/style.css	E:/master%20class%20Assingment/Project/Architecture%20&%20Interior%20Design/uithemez.com/i/archin-html-combaind/assets/style.css	(from https://uithemez.com/i/archin-html-combaind/home-1.html)
02:56:03	54128/54128	---M--	200	added ('OK')	image/png	etag:%22680a46ed-d370%22	https://uithemez.com/i/archin-html-combaind/assets/img/home1/chat_pat2.png	E:/master%20class%20Assingment/Project/Architecture%20&%20Interior%20Design/uithemez.com/i/archin-html-combaind/assets/img/home1/chat_pat2.png	(from https://uithemez.com/i/archin-html-combaind/home-1.html)
02:56:03	1908/1908	---M--	200	added ('OK')	image/png	etag:%22680a470f-774%22	https://uithemez.com/i/archin-html-combaind/assets/img/home1/logo.png	E:/master%20class%20Assingment/Project/Architecture%20&%20Interior%20Design/uithemez.com/i/archin-html-combaind/assets/img/home1/logo.png	(from https://uithemez.com/i/archin-html-combaind/home-1.html)
02:56:05	276371/276371	---M--	200	added ('OK')	image/jpeg	etag:%22680a46f1-43793%22	https://uithemez.com/i/archin-html-combaind/assets/img/home1/head_slide1.jpg	E:/master%20class%20Assingment/Project/Architecture%20&%20Interior%20Design/uithemez.com/i/archin-html-combaind/assets/img/home1/head_slide1.jpg	(from https://uithemez.com/i/archin-html-combaind/home-1.html)
02:56:06	33888/33888	---M--	200	added ('OK')	image/png	etag:%22680a46ed-8460%22	https://uithemez.com/i/archin-html-combaind/assets/img/home1/c_line.png	E:/master%20class%20Assingment/Project/Architecture%20&%20Interior%20Design/uithemez.com/i/archin-html-combaind/assets/img/home1/c_line.png	(from https://uithemez.com/i/archin-html-combaind/home-1.html)
02:56:07	23028/23028	---M--	200	added ('OK')	image/jpeg	etag:%22680a480a-59f4%22	https://uithemez.com/i/archin-html-combaind/assets/img/home1/services/ser1.jpg	E:/master%20class%20Assingment/Project/Architecture%20&%20Interior%20Design/uithemez.com/i/archin-html-combaind/assets/img/home1/services/ser1.jpg	(from https://uithemez.com/i/archin-html-combaind/home-1.html)
02:56:07	17649/17649	---M--	200	added ('OK')	image/jpeg	etag:%22680a480b-44f1%22	https://uithemez.com/i/archin-html-combaind/assets/img/home1/services/ser2.jpg	E:/master%20class%20Assingment/Project/Architecture%20&%20Interior%20Design/uithemez.com/i/archin-html-combaind/assets/img/home1/services/ser2.jpg	(from https://uithemez.com/i/archin-html-combaind/home-1.html)
02:56:08	32762/32762	---M--	200	added ('OK')	image/jpeg	etag:%22680a480c-7ffa%22	https://uithemez.com/i/archin-html-combaind/assets/img/home1/services/ser3.jpg	E:/master%20class%20Assingment/Project/Architecture%20&%20Interior%20Design/uithemez.com/i/archin-html-combaind/assets/img/home1/services/ser3.jpg	(from https://uithemez.com/i/archin-html-combaind/home-1.html)
